projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,76.6,2.66,70.9,105.0,254.0,0.33,365.0,8.0,0.1359,0,820
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H136,51.0,2.66,70.9,105.0,269.0,0.33,351.0,8.0,0.112,0,647
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H136,64.3,2.66,70.9,103.0,269.0,0.33,351.0,8.0,0.112,0,742
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H136,77.1,2.66,70.9,109.0,269.0,0.33,351.0,8.0,0.112,0,830
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX370 Class 1,12.7,7.85,205.92,389.0,1100.0,0.3,1250.0,13.124,0.0447,0,765
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX370 Class 1,12.8,7.85,205.92,393.0,1100.0,0.3,1250.0,13.124,0.0447,0,775
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX500,12.7,7.85,207.0,529.0,1470.0,0.3,1600.0,11.003,0.069,0,925
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,16.2,7.85,205.92,416.0,1100.0,0.3,1250.0,13.124,0.0447,0,644
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,18.4,7.85,205.92,405.0,1100.0,0.3,1250.0,13.124,0.0447,0,689
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,20.5,7.85,205.92,380.0,1100.0,0.3,1250.0,13.124,0.0447,0,758
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,20.6,7.85,205.92,380.0,1100.0,0.3,1250.0,13.124,0.0447,0,763
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,21.1,7.85,205.92,357.0,1100.0,0.3,1250.0,13.124,0.0447,0,743
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,25.9,7.85,205.92,346.0,1100.0,0.3,1250.0,13.124,0.0447,0,833
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX500,20.6,7.85,207.0,514.0,1470.0,0.3,1600.0,11.003,0.069,0,762
145MMBS41,AP,10.922,37.9,14.85,730,ARMOX370 Class 1,30.9,7.85,205.92,364.0,1100.0,0.3,1250.0,13.124,0.0447,0,849
145MMBS41,AP,10.922,37.9,14.85,730,ARMOX370 Class 1,30.9,7.85,205.92,351.0,1100.0,0.3,1250.0,13.124,0.0447,0,841
145MMBS41,AP,10.922,37.9,14.85,730,ARMOX500,30.9,7.85,207.0,495.0,1470.0,0.3,1600.0,11.003,0.069,0,957
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,41.2,7.85,205.92,350.0,1100.0,0.3,1250.0,13.124,0.0447,0,852
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,66.6,7.85,205.92,341.0,1100.0,0.3,1250.0,13.124,0.0447,0,1206
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,50.7,7.85,205.92,322.0,1100.0,0.3,1250.0,13.124,0.0447,0,969
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,60.4,7.85,205.92,336.0,1100.0,0.3,1250.0,13.124,0.0447,0,1123
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,78.4,7.85,205.92,322.0,1100.0,0.3,1250.0,13.124,0.0447,0,1361
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,41.2,7.85,205.92,411.0,1100.0,0.3,1250.0,13.124,0.0447,0,811
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX370 Class 1,66.7,7.85,205.92,416.0,1100.0,0.3,1250.0,13.124,0.0447,0,1259
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX500,41.2,7.85,207.0,501.0,1470.0,0.3,1600.0,11.003,0.069,0,737
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX500,50.6,7.85,207.0,505.0,1470.0,0.3,1600.0,11.003,0.069,0,849
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX500,66.8,7.85,207.0,523.0,1470.0,0.3,1600.0,11.003,0.069,0,1238
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX500,69.5,7.85,207.0,523.0,1470.0,0.3,1600.0,11.003,0.069,0,1268
30MMAPDS,AP,16.99,212.0,18.0,212,ARMOX500,79.7,7.85,207.0,502.0,1470.0,0.3,1600.0,11.003,0.069,0,1451
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX560,10.9,7.85,207.0,558.0,1659.332,0.3,1859.0,9.993,0.084,0,756
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,10.1,7.85,207.0,597.0,1867.3535,0.3,2067.0,9.4,0.097,0,803
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,15.2,7.85,207.0,603.0,1867.3535,0.3,2067.0,9.4,0.097,0,709
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6070-T7,20.0,2.71,70.0,110.0,290.0,0.33,350.0,12.0,0.086,0,529
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6070-T6,20.0,2.71,70.0,120.0,352.0,0.33,379.0,10.0,0.073,0,563
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,4.5,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,667
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,5.4,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,819
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,6.4,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,860
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,7.3,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,906
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,8.3,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,892
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX ADVANCE,8.3,7.85,207.0,578.0,2094.41,0.3,2250.0,9.0,0.1137,30,726
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX ADVANCE,10.3,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,788
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX ADVANCE,12.2,7.85,207.0,600.0,2094.41,0.3,2250.0,9.0,0.1137,30,825
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,4.5,7.85,207.0,627.0,1867.3535,0.3,2067.0,9.4,0.097,30,723
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,5.5,7.85,207.0,627.0,1867.3535,0.3,2067.0,9.4,0.097,30,760
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,6.3,7.85,207.0,627.0,1867.3535,0.3,2067.0,9.4,0.097,30,782
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,7.4,7.85,207.0,627.0,1867.3535,0.3,2067.0,9.4,0.097,30,863
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,8.4,7.85,207.0,600.0,1867.3535,0.3,2067.0,9.4,0.097,30,892
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,8.4,7.85,207.0,600.0,1867.3535,0.3,2067.0,9.4,0.097,30,692
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,10.4,7.85,207.0,600.0,1867.3535,0.3,2067.0,9.4,0.097,30,754
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,12.3,7.85,207.0,578.0,1867.3535,0.3,2067.0,9.4,0.097,30,826
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS RHA360,10.3,7.85,207.0,300.0,1040.0,0.3,1140.0,16.0,0.066,0,643
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS RHA300,10.2,7.85,207.0,363.0,900.0,0.3,1020.0,16.0,0.07,0,664
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HTA,10.3,7.85,207.0,400.0,1100.0,0.3,1250.0,16.0,0.0943,0,699
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHTA,10.1,7.85,207.0,450.0,1150.0,0.3,1450.0,14.0,0.1043,0,708
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HHA,10.4,7.85,207.0,512.0,1350.0,0.3,1640.0,14.0,0.131,0,702
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HTA,12.1,7.85,207.0,403.0,1100.0,0.3,1250.0,16.0,0.0943,0,763
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHTA,12.0,7.85,207.0,444.0,1150.0,0.3,1450.0,14.0,0.1043,0,777
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HHA,11.9,7.85,207.0,530.0,1350.0,0.3,1640.0,14.0,0.131,0,826
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS RHA360,10.3,7.85,207.0,300.0,1040.0,0.3,1140.0,16.0,0.066,0,490
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS RHA300,10.2,7.85,207.0,363.0,900.0,0.3,1020.0,16.0,0.07,0,508
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HTA,10.3,7.85,207.0,400.0,1100.0,0.3,1250.0,16.0,0.0943,0,495
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HTA,12.0,7.85,207.0,403.0,1100.0,0.3,1250.0,16.0,0.0943,0,512
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHTA,12.0,7.85,207.0,444.0,1150.0,0.3,1450.0,14.0,0.1043,0,463
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HHA,11.9,7.85,207.0,530.0,1350.0,0.3,1640.0,14.0,0.131,30,734
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HTA,19.9,7.85,207.0,372.0,1100.0,0.3,1250.0,16.0,0.0943,0,705
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHTA,19.9,7.85,207.0,444.0,1150.0,0.3,1450.0,14.0,0.1043,0,715
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HHA,19.5,7.85,207.0,477.0,1350.0,0.3,1640.0,14.0,0.131,0,751
CAL50FSP,frag,12.6,13.4,7.85,260,BIS RHA300,10.3,7.85,207.0,300.0,900.0,0.3,1020.0,16.0,0.07,0,945
CAL50FSP,frag,12.6,13.4,7.85,260,BIS RHA360,10.2,7.85,207.0,363.0,1040.0,0.3,1140.0,16.0,0.066,0,913
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HTA,10.3,7.85,207.0,400.0,1100.0,0.3,1250.0,16.0,0.0943,0,774
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHTA,10.1,7.85,207.0,450.0,1150.0,0.3,1450.0,14.0,0.1043,0,708
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HHA,10.4,7.85,207.0,512.0,1350.0,0.3,1640.0,14.0,0.131,0,726
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HTA,12.1,7.85,207.0,403.0,1100.0,0.3,1250.0,16.0,0.0943,0,868
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHTA,11.8,7.85,207.0,444.0,1150.0,0.3,1450.0,14.0,0.1043,0,835
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HHA,11.9,7.85,207.0,530.0,1350.0,0.3,1640.0,14.0,0.131,0,835
145MMBS41,AP,10.922,37.9,14.85,730,BIS HHA,19.6,7.85,207.0,477.0,1350.0,0.3,1640.0,14.0,0.131,30,801
20MMFSP,frag,19.9,53.78,7.85,260,BIS HHA,19.6,7.85,207.0,477.0,1350.0,0.3,1640.0,14.0,0.131,0,845
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,6.5,7.85,207.0,405.0,950.0,0.3,1343.4755,11.0,0.0974,0,525
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,8.3,7.85,207.0,405.0,950.0,0.3,1343.4755,11.0,0.0974,0,596
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,10.5,7.85,207.0,405.0,950.0,0.3,1343.4755,11.0,0.0974,0,721
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,12.4,7.85,207.0,405.0,950.0,0.3,1343.4755,11.0,0.0974,0,754
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE350,20.6,7.85,207.0,355.0,850.0,0.3,1170.8605,12.0,0.0874,0,773
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE500,3.2,7.85,207.0,505.0,1300.0,0.3,1688.7055,9.0,0.1174,30,349
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE500,4.3,7.85,207.0,505.0,1300.0,0.3,1688.7055,9.0,0.1174,30,552
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE500,7.1,7.85,207.0,505.0,1300.0,0.3,1688.7055,9.0,0.1174,30,769
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE500,8.4,7.85,207.0,505.0,1300.0,0.3,1688.7055,9.0,0.1174,30,613
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE500,10.2,7.85,207.0,505.0,1300.0,0.3,1688.7055,9.0,0.1174,30,691
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE500,12.4,7.85,207.0,505.0,1300.0,0.3,1688.7055,9.0,0.1174,30,750
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,4.5,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,692
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,5.2,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,774
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,6.0,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,829
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,8.4,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,912
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE600,8.4,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,714
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE600,10.5,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,780
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE600,12.5,7.85,207.0,605.0,1500.0,0.3,2033.9355,8.0,0.1374,30,820
CAL30APM2,AP,6.2484,5.3,7.85,570,ATI 500-MIL,5.1,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,663
CAL30APM2,AP,6.2484,5.3,7.85,570,ATI 500-MIL,6.9,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,819
CAL30APM2,AP,6.2484,5.3,7.85,570,ATI 500-MIL,7.7,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,814
CAL50APM2,AP,10.8839,25.9,7.85,630,ATI 500-MIL,7.9,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,627
CAL50APM2,AP,10.8839,25.9,7.85,630,ATI 500-MIL,9.5,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,723
CAL50APM2,AP,10.8839,25.9,7.85,630,ATI 500-MIL,12.7,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,787
145MMB32,AP,12.4206,41.1,7.85,595,ATI 500-MIL,15.6,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,730
145MMB32,AP,12.4206,41.1,7.85,595,ATI 500-MIL,15.4,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,739
145MMB32,AP,12.4206,41.1,7.85,595,ATI 500-MIL,18.8,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,841
145MMBS41,AP,10.922,37.9,14.85,730,ATI 500-MIL,24.5,7.85,207.0,505.5,1792.0,0.3,1690.0,11.1,0.1175,30,869
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,19.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,339
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,12.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,218
20MMFSP,frag,19.9,53.78,7.85,260,AA7020-T651,40.0,2.78,71.0,127.0,350.0,0.33,400.0,14.5,0.09,0,890
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,19.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,338
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,6.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,162
CAL50FSP,frag,12.6,13.4,7.85,260,RHA Class 1,10.2,7.85,207.0,364.0,1127.325293,0.3,1274.4295,13.528,0.0934,0,810
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,30,476
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,30,477
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,30,485
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,30,490
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,13.2,2.76,72.0,134.0,381.0,0.33,413.0,8.0,0.0531,30,479
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,30,631
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,30,641
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,20.0,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,30,633
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,558
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,564
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,20.0,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,0,569
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72.0,126.0,400.0,0.33,434.0,9.0,0.0494,0,659
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,653
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,660
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,650
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.4,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,857
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.4,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,833
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.3,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,847
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.3,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,833
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,38.9,2.76,72.0,124.0,381.0,0.33,413.0,8.0,0.0531,0,827
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,38.4,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,626
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T7,38.9,2.76,72.0,124.0,381.0,0.33,413.0,8.0,0.0531,0,625
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,51.1,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,51.1,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,725
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T7,52.4,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,0,731
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,64.0,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,839
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,64.0,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,831
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,76.7,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,920
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,76.7,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,931
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T7,74.9,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,0,899
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,76.7,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,864
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,76.7,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,859
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T7,74.9,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,0,837
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,89.5,2.76,72.0,140.0,400.0,0.33,434.0,9.0,0.0494,0,948
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,89.5,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,941
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T7,99.0,2.76,72.0,121.0,381.0,0.33,413.0,8.0,0.0531,0,984
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,19.3,2.76,72.0,134.0,400.0,0.33,434.0,9.0,0.0494,0,660
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,19.3,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,625
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T7,19.9,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,0,650
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,25.5,2.76,72.0,126.0,400.0,0.33,434.0,9.0,0.0494,0,1049
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,25.5,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,1093
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T7,20.0,2.76,72.0,128.0,381.0,0.33,413.0,8.0,0.0531,0,346
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,25.5,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,462
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,25.5,2.76,72.0,126.0,400.0,0.33,434.0,9.0,0.0494,0,463
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,38.4,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,903
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,38.3,2.76,72.0,137.0,400.0,0.33,434.0,9.0,0.0494,0,877
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,38.9,2.76,72.0,124.0,400.0,0.33,434.0,9.0,0.0494,0,903
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,51.1,2.76,72.0,131.0,400.0,0.33,434.0,9.0,0.0494,0,1301
CAL30M2ball,ball,7.77,9.77,11.35,24,MARS440,4.5,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,733
CAL30M2ball,ball,7.77,9.77,11.35,24,MARS440,4.5,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,741
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS440,8.5,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,842
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS440,8.5,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,864
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,10.6,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,661
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,10.5,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,664
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,12.7,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,773
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,12.9,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,767
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,14.6,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,850
145MMBS41,AP,10.922,37.9,14.85,730,MARS440,26.1,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,30,867
20MMM602,AP,12.76,77.0,14.85,730,MARS440,29.3,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,0,649
20MMM602,AP,12.76,77.0,14.85,730,MARS440,44.8,7.85,207.0,445.0,1150.0,0.3,1450.0,13.0,0.066,0,880
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,2.6,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,490
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,574
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,579
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,585
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,601
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.3,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,577
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.3,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,595
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4.0,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,688
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4.0,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,702
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4.3,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,737
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4.3,7.85,207.0,616.5,1600.0,0.3,2250.0,8.0,0.109,0,748
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,2.6,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,0,553
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,3.1,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,0,604
