projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,742
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,745
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,718
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,735
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,742
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,750
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,721
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,731
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,740
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,726
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,749
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,723
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,724
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,728
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,731
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,753
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,722
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,725
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,733
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,741
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,735
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,752
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,742
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,720
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,722
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,724
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,726
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,728
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,732
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,744
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,722
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,734
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,726
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,745
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,733
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,737
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,735
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,747
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,740
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,759
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,742
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,747
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,744
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,789
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,732
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,786
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,749
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,743
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,749
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,712
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,753
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,720
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,750
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,767
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,755
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,744
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,39.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,712
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,40.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,759
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,45.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,838
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,49.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,863
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,49.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,859
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,49.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,861
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,49.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,853
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,837
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,842
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,903
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,874
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,863
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,855
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,871
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,899
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,874
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.2,2.7,68.3,105.0,276.0,0.33,310.0,17.0,0.0712,0,883
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,837
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,858
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,882
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,874
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,903
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,880
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,895
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,885
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,886
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,890
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,880
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,873
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,895
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,1102
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,1033
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,887
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,1085
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,869
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,52.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,1020
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,53.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,909
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,53.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,937
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,57.4,2.7,68.3,103.0,276.0,0.33,310.0,17.0,0.0712,0,930
